0.000000,1319.500000,45.742200,0.001600
0.000000,1319.500000,45.740700,0.017700
0.000000,1319.500000,45.758300,-0.062400
0.000000,1319.500000,45.733200,-0.101300
0.000000,1319.500000,45.745600,-0.121500
0.000000,1319.500000,45.731900,-0.139100
0.000000,1319.500000,45.737200,-0.142500
0.000000,1319.500000,45.741000,-0.081200
0.000000,1319.500000,45.762300,0.063100
0.000000,1319.500000,45.761900,-0.004600
0.000000,1319.510000,45.750500,-0.049400
0.000000,1319.510000,45.741700,-0.046800
0.000000,1319.510000,45.735800,-0.030800
0.000000,1319.510000,45.716300,-0.048000
0.000000,1319.510000,45.738400,-0.002800
0.000000,1319.510000,45.720400,0.089900
0.000000,1319.510000,45.716200,0.033400
0.000000,1319.510000,45.787900,-0.079100
0.000000,1319.510000,45.718800,-0.098600
0.000000,1319.510000,45.708500,0.067700
0.000000,1319.520000,45.712100,-0.028300
0.000000,1319.520000,45.702600,-0.094500
0.000000,1319.520000,45.703900,-0.065000
0.000000,1319.520000,45.720000,-0.050100
0.000000,1319.520000,45.735500,0.076200
0.000000,1319.520000,45.707400,0.053400
0.000000,1319.520000,45.722700,0.017500
0.000000,1319.520000,45.722700,0.032100
0.000000,1319.520000,45.737000,0.090300
0.000000,1319.520000,45.716400,0.078300
0.000000,1319.530000,45.744000,-0.021100
0.000000,1319.530000,45.740100,0.151900
0.000000,1319.530000,45.727600,0.142500
0.000000,1319.530000,45.723400,0.170500
0.000000,1319.530000,45.730600,-0.017000
0.000000,1319.530000,45.744100,-0.206800
0.000000,1319.530000,45.737100,-0.109300
0.000000,1319.530000,45.748300,-0.058200
0.000000,1319.530000,45.734100,-0.056300
0.000000,1319.530000,45.717300,-0.178400
0.000000,1319.540000,45.739800,-0.068300
0.000000,1319.540000,45.742700,0.019800
0.000000,1319.540000,45.755200,0.067200
0.000000,1319.540000,45.739500,0.084000
0.000000,1319.540000,45.723700,0.030900
0.000000,1319.540000,45.727000,0.083200
0.000000,1319.540000,45.719400,0.010700
0.000000,1319.540000,45.730000,-0.021800
0.000000,1319.540000,45.733700,-0.086000
0.000000,1319.540000,45.716800,0.048400
0.000000,1319.550000,45.732300,0.174900
0.000000,1319.550000,45.729900,0.054700
0.000000,1319.550000,45.716300,0.021100
0.000000,1319.550000,45.741100,0.261800
0.000000,1319.550000,45.749300,0.280000
0.000000,1319.550000,45.731600,0.283700
0.000000,1319.550000,45.744400,0.403800
0.000000,1319.550000,45.735400,0.335900
0.000000,1319.550000,45.697000,0.195900
0.000000,1319.550000,45.739400,0.108200
0.000000,1319.560000,45.736700,0.149600
