-174.177299,-0.006857
-172.065218,-0.053367
-169.953137,0.000517
-167.841056,-0.117987
-165.728975,-0.094270
-163.616894,-0.073760
-161.504813,-0.170070
-159.392732,-0.201620
-157.280651,-0.082990
-155.168569,0.152540
-153.056488,0.050080
-150.944407,-0.107580
-148.832326,-0.129750
-146.720245,-0.037130
-144.608164,-0.091910
-142.496083,-0.093030
-140.384002,-0.052080
-138.271921,-0.002090
-136.159839,0.027900
-134.047758,0.058860
-131.935677,0.108220
-129.823596,0.030680
-127.711515,-0.058130
-125.599434,-0.069800
-123.487353,-0.076830
-121.375272,0.069520
-119.263191,-0.013090
-117.151110,0.062920
-115.039028,0.048970
-112.926947,0.110540
-110.814866,-0.053510
-108.702785,-0.020580
-106.590704,0.099500
-104.478623,0.049790
-102.366542,-0.126310
-100.254461,-0.167078
-98.142380,-0.021700
-96.030299,0.028300
-93.918217,0.035617
-91.806136,0.008029
-89.694055,0.028300
-87.581974,-0.047660
-85.469893,-0.068350
-83.357812,-0.093070
-81.245731,-0.233120
-79.133650,-0.073920
-77.021569,-0.006240
-74.909487,0.112130
-72.797406,0.210530
-70.685325,0.157790
-68.573244,-0.156890
-66.461163,0.035260
-64.349082,0.098210
-62.237001,0.112450
-60.124920,0.113400
-58.012839,0.243090
-55.900758,0.251810
-53.788676,0.276790
-51.676595,0.350650
-49.564514,0.518850
-47.452433,0.754820
-45.340352,1.307450
-43.228271,1.672870
-41.116190,2.399140
-39.004109,3.067430
-36.892028,3.509170
-34.779946,3.775870
-32.667865,3.924370
-30.555784,4.058680
-28.443703,4.007370
-26.331622,4.136550
-24.219541,4.053330
-22.107460,4.092144
-19.995379,3.627937
-17.883298,3.366700
-15.771217,3.091983
-13.659135,2.871886
-11.547054,2.931680
-9.434973,3.181340
-7.322892,3.363250
-5.210811,3.492070
-3.098730,3.665750
-0.986649,3.601560
1.125432,3.509630
3.237513,3.330670
5.349594,3.380860
7.461676,3.197300
9.573757,3.579370
11.685838,3.607950
13.797919,3.537630
15.910000,3.244350
18.022081,3.145040
20.134162,3.219140
22.246243,3.177210
24.358324,3.296420
26.470406,3.237510
28.582487,2.667040
30.694568,1.897300
32.806649,1.326460
34.918730,1.196980
37.030811,1.198770
39.142892,0.986480
41.254973,1.193200
43.367054,1.319170
45.479135,1.632080
47.591217,1.355100
49.703298,1.161590
51.815379,0.979750
53.927460,1.160880
56.039541,1.231163
58.151622,1.529314
60.263703,1.620550
62.375784,1.629450
64.487865,1.790367
66.599946,1.912550
68.712028,1.818110
70.824109,2.231940
72.936190,2.047490
75.048271,1.952000
77.160352,1.648260
79.272433,1.344690
81.384514,1.136890
83.496595,0.873110
85.608676,0.829460
87.720758,0.969820
89.832839,0.832990
91.944920,0.639420
94.057001,0.462060
96.169082,0.405840
98.281163,0.438890
100.393244,0.499480
102.505325,0.296210
104.617406,0.106310
106.729487,0.177260
108.841569,0.160250
110.953650,0.099850
113.065731,-0.034080
115.177812,0.179350
117.289893,-0.003490
119.401974,0.261570
121.514055,0.126050
123.626136,0.089630
125.738217,0.035140
127.850299,0.216130
129.962380,0.335140
132.074461,0.234300
134.186542,0.228038
136.298623,0.111414
138.410704,-0.109717
140.522785,-0.014829
142.634866,0.150056
144.746947,0.179100
146.859028,-0.020660
148.971110,-0.034450
151.083191,-0.009570
153.195272,0.097800
155.307353,0.244490
157.419434,0.044850
159.531515,0.094820
161.643596,0.047400
163.755677,0.079040
165.867758,0.114840
167.979839,0.033460
170.091921,0.118160
172.204002,-0.078450
174.316083,0.063870
176.428164,0.232810
178.540245,0.139970
180.652326,0.057720
182.764407,0.132850
184.876488,-0.057640
186.988569,0.152280
189.100651,0.048560
191.212732,0.095890
193.324813,0.047760
195.436894,-0.035000
197.548975,0.024530
199.661056,0.053620
201.773137,0.103240
203.885218,0.149689
